RHINO,3225799,2,www.rhinosrl.it,"Cavaion Veronese, Italy","",,Unknown / Non-Applicable per year,Unknown,https://grnh.se/d59b20803us
Rhythm,566031,2,www.rinteractive.net,"Irvine, CA",Business Services,Advertising & Marketing,,1 to 50 employees,https://grnh.se/48b8ea783us
RiskIQ,874834,2,www.riskiq.com,"San Francisco, CA",Information Technology,Computer Hardware & Software,"",51 to 200 employees,https://grnh.se/4tymoj
Wave,2277684,2,www.wave.com,"Wilmington, DE",Finance,Financial Transaction Processing,"",201 to 500 employees,https://grnh.se/1845b5052us
Sid Lee,383034,2,www.sidlee.com,"Montréal, Canada",Business Services,Advertising & Marketing,,501 to 1000 employees,https://grnh.se/3912cccd1us
SingleFile,2983460,2,www.singlefile.io,"Seattle, WA",Information Technology,Enterprise Software & Network Solutions,"",1 to 50 employees,https://grnh.se/437061a12us
Smarkets,730464,2,www.smarkets.com,"London, United Kingdom",Finance,Financial Transaction Processing,,51 to 200 employees,https://grnh.se/e1piov1
Smartsheet,438753,2,www.smartsheet.com,"Bellevue, WA",Information Technology,Computer Hardware & Software,$100 to $500 million (USD) per year,1001 to 5000 employees,https://grnh.se/3334814c1us
Socure,1627708,2,www.socure.com,"New York, NY",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/a4c6c83d3
Songtrust,909643,2,www.songtrust.com,"New York, NY",Media,Music Production & Distribution,,Unknown,https://grnh.se/920b95782us
PlayStation,117138,2,www.us.playstation.com,"San Mateo, CA",Media,Video Games,,5001 to 10000 employees,https://grnh.se/070e942c1us
SoundHound,462779,2,www.soundhound.com,"Santa Clara, CA",Information Technology,Computer Hardware & Software,,201 to 500 employees,https://grnh.se/7f4f4b512us
SPINS,153516,2,www.spins.com,"Chicago, IL",Business Services,Consulting,,201 to 500 employees,https://grnh.se/e98d2c451us
Spire Global,794910,2,www.nanosatisfi.com,"San Francisco, CA",Aerospace & Defense,Aerospace & Defense,,201 to 500 employees,https://grnh.se/7b0e53a31us
Split,1000507,2,www.split.us,"Washington, DC",Transportation & Logistics,Transportation Management,Unknown / Non-Applicable,1 to 50 employees,https://grnh.se/426aa1752us
Stash Invest,1513331,2,www.stashinvest.com,"New York, NY",Finance,Brokerage Services,,51 to 200 employees,https://grnh.se/799ca9a21us
StockX,1602329,2,www.stockx.com,"Detroit, MI",Information Technology,Internet,,1001 to 5000 employees,https://grnh.se/604d32a42us
Subspace,3957990,2,www.subspace.com,"Playa Vista, CA","",,"",1 to 50 employees,https://grnh.se/e3d11f483us
Synaptic Advisory Partners,515121,2,www.synapticap.com,"Annapolis, MD",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/3385cb7b1us
Syska Hennessy,14832,2,www.syska.com,"New York, NY",Business Services,Architectural & Engineering Services,,201 to 500 employees,https://grnh.se/928d79681
System1 Biosciences,3262248,2,www.system1.bio,"San Francisco, CA","",,"",Unknown,https://grnh.se/35a1483b2
TapResearch,1441614,2,www.tapresearch.com,"Menlo Park, CA",Information Technology,Enterprise Software & Network Solutions,,1 to 50 employees,https://grnh.se/7fc8e3bb2us
Whistle Sports,950408,2,www.whistlesports.com,"New York, NY",Media,Publishing,,51 to 200 employees,https://grnh.se/4d281da91
Teampay,2402211,2,www.teampay.co,"New York, NY",Information Technology,Enterprise Software & Network Solutions,"",1 to 50 employees,https://grnh.se/6449e09c2us
Fredonia Technology Incubator,1893114,2,home.fredonia.edu,"Dunkirk, NY","",,Unknown / Non-Applicable per year,1 to 50 employees,https://grnh.se/c7e6f7b21
Teneo,716535,2,www.teneo.com,"New York, NY",Business Services,Consulting,,501 to 1000 employees,https://grnh.se/11f67c583
The Daily Beast,595020,2,www.thedailybeast.com,"New York, NY",Media,Publishing,,201 to 500 employees,https://grnh.se/8b15c30c2us
Thirty Madison,2587094,2,www.thirtymadison.com,"New York, NY",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,1 to 50 employees,https://grnh.se/c4f869e02us
Tillster,135426,2,www.tillster.com,"San Diego, CA",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/5f1166772us
Tinuiti,412035,2,www.tinuiti.com,"New York, NY",Business Services,Advertising & Marketing,,501 to 1000 employees,https://grnh.se/8fd7bdee1us
2U,324050,2,www.2u.com,"Lanham, MD",Information Technology,Enterprise Software & Network Solutions,$100 to $500 million (USD) per year,1001 to 5000 employees,https://grnh.se/97e888602us
Turbonomic,1361469,2,www.turbonomic.com,"Boston, MA",Information Technology,Computer Hardware & Software,,501 to 1000 employees,https://grnh.se/4a3418a92us
Unison,525233,2,www.unison.com,"San Francisco, CA",Finance,Investment Banking & Asset Management,,51 to 200 employees,https://grnh.se/29ba137d2
Unite US,1305009,2,www.uniteus.com,"New York, NY",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/1036dabb2us
Updater,837739,2,www.updater.com,"New York, NY",Real Estate,Real Estate,,51 to 200 employees,https://grnh.se/6ae364261us
UrbanStems,1309722,2,www.urbanstems.com,"Washington, DC",Retail,Other Retail Stores,,51 to 200 employees,https://grnh.se/73d742972us
Vanta,3971334,2,www.vanta.com,"San Francisco, CA",Information Technology,Enterprise Software & Network Solutions,"",1 to 50 employees,https://grnh.se/a7490b8d2
Vectra,715066,2,www.vectracs.com.br,"RECIFE, Brazil",Accounting & Legal,Accounting,"",51 to 200 employees,https://grnh.se/4f56b0161us
Veem,1140696,2,www.veem.com,"San Francisco, CA",Finance,Financial Transaction Processing,,51 to 200 employees,https://grnh.se/53f3ac7f1us
Venmo,447866,2,www.venmo.com,"New York, NY",Finance,Financial Transaction Processing,Unknown / Non-Applicable,51 to 200 employees,https://grnh.se/90992d571
Veracode,345649,2,www.veracode.com,"Burlington, MA",Information Technology,Computer Hardware & Software,,501 to 1000 employees,https://grnh.se/a6eac71a2us
Verana Health,2982934,2,www.veranahealth.com,"San Francisco, CA","",,"",1 to 50 employees,https://grnh.se/613c3c862
Polygon,3746987,2,www.polygon.com,"Washington, DC","",,"",1 to 50 employees,https://grnh.se/76d679d51us
Wade & Wendy,1607232,2,www.wadeandwendy.ai,"New York, NY",Information Technology,Internet,"",1 to 50 employees,https://grnh.se/612d2a4e1us
Wall Street Prep,383849,2,www.wallstreetprep.com,"Brookline, MA",Education,Education Training Services,,1 to 50 employees,https://grnh.se/034eaae12
Warby Parker,481818,2,www.warbyparker.com,"New York, NY",Retail,Other Retail Stores,,501 to 1000 employees,https://grnh.se/52b5475f1us
WelbeHealth,2424133,2,www.welbehealth.com,"Menlo Park, CA",Health Care,Health Care Services & Hospitals,,51 to 200 employees,https://grnh.se/bb0c0ddd2us
WellSky,4942,2,www.wellsky.com,"Overland Park, KS",Information Technology,Computer Hardware & Software,,1001 to 5000 employees,https://grnh.se/32afcdad1us
WONGDOODY,22751,2,www.wongdoody.com,"Seattle, WA",Business Services,Advertising & Marketing,,51 to 200 employees,https://grnh.se/47f4cc193us
"Coretech, a WPP Company",1888847,2,www.wppcoretech.com,"London, United Kingdom",Information Technology,IT Services,,201 to 500 employees,https://grnh.se/ddb324a72us
X Energy,1484352,2,www.x-energy.com,"Rockville, MD","Oil, Gas, Energy & Utilities",Energy,"",1 to 50 employees,https://grnh.se/594055f53us
Zapier,1196705,2,www.zapier.com,"San Francisco, CA","",,"",201 to 500 employees,https://grnh.se/4e32e3f82us
ZEDEDA,2192641,2,www.zededa.com,"Santa Clara, CA",Information Technology,Computer Hardware & Software,,1 to 50 employees,https://grnh.se/6f3537652us
Zipwhip,424250,2,www.zipwhip.com,"Seattle, WA",Information Technology,Enterprise Software & Network Solutions,,201 to 500 employees,https://grnh.se/e41c63612us
ZoomInfo,22253,2,www.zoominfo.com,"Waltham, MA",Information Technology,Computer Hardware & Software,,1001 to 5000 employees,https://grnh.se/05fb3d3b2us
3Cloud,1877026,1,www.3cloudsolutions.com,"Downers Grove, IL",Information Technology,IT Services,,51 to 200 employees,https://grnh.se/7ee697ae2us
6sense,839195,1,www.6sense.com,"San Francisco, CA",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/8ybtqk
Abl Schools,1197938,1,www.ablschools.com,"San Francisco, CA",Information Technology,Computer Hardware & Software,,1 to 50 employees,https://grnh.se/ad7e4aa91us
Able,1785538,1,www.able.co,"New York, NY",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/f123d8402
Acceleration,352266,1,www.acceleration.biz,"London, United Kingdom",Business Services,Consulting,,51 to 200 employees,https://grnh.se/e02711dd2us
AccelEvents,1010298,1,www.accelevents.com,"Boston, MA",Information Technology,Internet,,1 to 50 employees,https://grnh.se/7a2039e23us
ACES ABA,348551,1,www.acesaba.com,"San Diego, CA",Education,Education Training Services,,1001 to 5000 employees,https://grnh.se/31bb89391us
ACV Auctions,1454481,1,www.acvauctions.com,"Buffalo, NY",Business Services,Wholesale,,1001 to 5000 employees,https://grnh.se/c4dc34782
Adamas Pharmaceuticals,1326443,1,www.adamaspharma.com,"Emeryville, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD) per year,51 to 200 employees,https://grnh.se/3f6e76a72
AEDIT,2964871,1,www.aedit.com,"New York, NY","",,"",1 to 50 employees,https://grnh.se/25ce98112us
aescape,3148231,1,www.aescape.co,"New York, NY","",,Unknown / Non-Applicable per year,1 to 50 employees,https://grnh.se/35490aba3us
Agile Velocity,895696,1,www.agilevelocity.com,"Austin, TX",Business Services,Consulting,,1 to 50 employees,https://grnh.se/7e54ec232us
Agolo,1812808,1,www.agolo.com,"New York, NY",,,,1 to 50 employees,https://grnh.se/852a231e1
Airbnb,391850,1,www.airbnb.com,"San Francisco, CA",Travel & Tourism,"Hotels, Motels, & Resorts",,5001 to 10000 employees,https://grnh.se/849cc6fa1
AKUNA CAPITAL,608116,1,www.akunacapital.com,"Chicago, IL",Finance,Financial Analytics & Research,,201 to 500 employees,https://grnh.se/946491f71us
ALA,342096,1,www.ala.com,,Business Services,Advertising & Marketing,,1 to 50 employees,https://grnh.se/07758efe1us
AlertMedia,986631,1,www.alertmedia.com,"Austin, TX",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/0ec0e1362us
Alfred,2573262,1,www.artifred.com,"Passaic, NJ",,,,1 to 50 employees,https://grnh.se/79bb82ef1us
ALKU,713128,1,www.alku.com,"Andover, MA",Business Services,Staffing & Outsourcing,,201 to 500 employees,https://grnh.se/f43678081
Allston Trading,266894,1,www.allstontrading.com,"Chicago, IL",Finance,Brokerage Services,,51 to 200 employees,https://grnh.se/1vb3sh1
Alto Pharmacy,1684299,1,www.alto.com,"San Francisco, CA",Health Care,Health Care Services & Hospitals,,201 to 500 employees,https://grnh.se/00e17e571us
Alumni Ventures Group,1532367,1,www.avgfunds.com,"Manchester, NH",Finance,Venture Capital & Private Equity,"",51 to 200 employees,https://grnh.se/fe2741a21us
Amber Charter School,711861,1,www.ambercharter.org,"New York, NY",Education,Colleges & Universities,,51 to 200 employees,https://grnh.se/179c25be3us
Amity,316848,1,www.amityteachers.com,"Okayama-shi, Japan",Education,K-12 Education,,501 to 1000 employees,https://grnh.se/b2e77beb2
Amity (Thailand),4064625,1,www.amity.co,"Bangkok, Thailand","",,"",51 to 200 employees,https://grnh.se/5683d6072us
Amperity,1371351,1,www.amperity.com,"Seattle, WA",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/fd3ea58b1
Anaplan,695685,1,www.anaplan.com,"San Francisco, CA",Information Technology,Computer Hardware & Software,$100 to $500 million (USD) per year,1001 to 5000 employees,https://grnh.se/d674e35f2us
A.N.C,2106143,1,www.anctransport.com,"Ho Chi Minh City, Vietnam",,,,51 to 200 employees,https://grnh.se/a98b72483us
Animal Logic,18490,1,www.animallogic.com,"Moore Park, Australia",Media,Motion Picture Production & Distribution,"",501 to 1000 employees,https://grnh.se/f3368eb31us
Annexus,819496,1,www.annexus.com,"Scottsdale, AZ",Insurance,Insurance Carriers,,51 to 200 employees,https://grnh.se/62f970d22us
Anomaly,325241,1,www.anomaly.com,"New York, NY",Business Services,Advertising & Marketing,,501 to 1000 employees,https://grnh.se/ce1554ea2us
Antares Capital,1037102,1,www.antares.com,"Chicago, IL",Finance,Lending,,201 to 500 employees,https://grnh.se/6a6e37301
Anymind Group,2230129,1,www.anymindgroup.com,"Singapore, Singapore",Information Technology,Internet,,201 to 500 employees,https://grnh.se/761b30ae1us
Appier,1089725,1,www.appier.com/en/index.html,"Taipei, Taiwan",Information Technology,IT Services,,201 to 500 employees,https://grnh.se/00c306801us
Applecart,1018125,1,www.applecart.co,"New York, NY",Business Services,Consulting,,1 to 50 employees,https://grnh.se/68df39b43us
Apptio,278513,1,www.apptio.com,"Bellevue, WA",Information Technology,Enterprise Software & Network Solutions,,501 to 1000 employees,https://grnh.se/b034a1ec1us
Aptos,1092975,1,www.aptos.com,"Atlanta, GA",Information Technology,Enterprise Software & Network Solutions,,1001 to 5000 employees,https://grnh.se/75e9bb411us
AQR Capital Management,213435,1,www.aqr.com,"Greenwich, CT",Finance,Investment Banking & Asset Management,,501 to 1000 employees,https://grnh.se/ba50aa521us
Arbor Realty Trust,35110,1,www.arborrealtytrust.com,"Uniondale, NY",Real Estate,Real Estate,$100 to $500 million (USD) per year,201 to 500 employees,https://grnh.se/eab268f43us
Arctic Wolf Networks,1393965,1,www.arcticwolf.com,"Sunnyvale, CA",Information Technology,IT Services,,51 to 200 employees,https://grnh.se/72e117612us
ArenaNet,255820,1,www.arena.net,"Bellevue, WA",Information Technology,IT Services,,1 to 50 employees,https://grnh.se/cbcc2e3e1us
Argo Group,1777,1,www.argolimited.com,"Hamilton, Bermuda",Insurance,Insurance Carriers,$1 to $2 billion (USD) per year,1001 to 5000 employees,https://grnh.se/8c0695c53us
Asana,567443,1,www.asana.com,"San Francisco, CA",Information Technology,Enterprise Software & Network Solutions,,501 to 1000 employees,https://grnh.se/2578bc871us
ASCENT,428449,1,www.ascent-sys.com,"Houston, TX",,,,1 to 50 employees,https://grnh.se/51e37b553us
Associated Retinal Consultants,1954313,1,www.arcpc.org,"Novi, MI",Health Care,Health Care Services & Hospitals,,201 to 500 employees,https://grnh.se/6ea995cf2us
Astra (France),1824777,1,www.getastra.com,"Paris, France","",,"",1 to 50 employees,https://grnh.se/df2e6fab2us
Asymmetrik,838913,1,www.asymmetrik.com,"Annapolis Junction, MD",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/9d4d9ba91us
ATAI Life Sciences,2999172,1,www.atai.life,"Munich, Germany",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,"",1 to 50 employees,https://grnh.se/17fbba803us
Augury,1192187,1,www.augury.com,"New York, NY",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/873e33ab2us
Aurora Innovation,1834014,1,www.aurora.tech,"Palo Alto, CA",Information Technology,Computer Hardware & Software,,201 to 500 employees,https://grnh.se/95936c002
Automattic,751107,1,www.automattic.com,"San Francisco, CA",Information Technology,Internet,,501 to 1000 employees,https://grnh.se/04fe54761us
Axios,2017327,1,www.axios.com,"Arlington, VA",Media,Publishing,,51 to 200 employees,https://grnh.se/b8808dce1us
Axis Security,1072762,1,www.axissecurityinc.com,"Johnson City, TN",,,,1 to 50 employees,https://grnh.se/cb4692a23us
Axonius,2193939,1,www.axonius.com,"New York, NY",Information Technology,Enterprise Software & Network Solutions,"",51 to 200 employees,https://grnh.se/80a5c6a63us
B Lab,630651,1,www.bcorporation.net,"Berwyn, PA",Non-Profit,Social Assistance,,1 to 50 employees,https://grnh.se/53d275d62us
Babbel,646899,1,www.babbel.com,"Berlin, Germany",Education,Education Training Services,,501 to 1000 employees,https://grnh.se/58cb1b091us
B A C K Y A R D,2888871,1,www.backyard-shop.de,"Münster, Germany","",,"",Unknown,https://grnh.se/6020e9862us
Bellwether Education Partners,1378690,1,www.bellwethereducation.org,"Sudbury, MA",Education,K-12 Education,,51 to 200 employees,https://grnh.se/ab0e19853us
Benson Hill,1461144,1,www.bensonhill.com,"Saint Louis, MO",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,201 to 500 employees,https://grnh.se/0f0bd37d3us
Better.com,707577,1,www.better.com,"New York, NY",Information Technology,Internet,,501 to 1000 employees,https://grnh.se/6c919ee61us
Beyond Finance,1510547,1,www.beyondfinance.com,"Houston, TX",Finance,Financial Transaction Processing,,501 to 1000 employees,https://grnh.se/40ae7b841us
BigCommerce,446630,1,www.bigcommerce.com,"Austin, TX",Information Technology,Enterprise Software & Network Solutions,,501 to 1000 employees,https://grnh.se/a84d99441us
Birchbox,668035,1,www.birchbox.com,"New York, NY",Retail,Beauty & Personal Accessories Stores,,201 to 500 employees,https://grnh.se/ca52ffb51us
Bird,2143140,1,www.bird.co,"Santa Monica, CA",Information Technology,Computer Hardware & Software,,501 to 1000 employees,https://grnh.se/5c35f8143us
Bitmovin,1400248,1,www.bitmovin.com,"San Francisco, CA",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/293c93a22
